root,subcategories,entries,link
ع ر ن,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D9%86
ع ر ي,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D9%8A
ع ز ب,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B2_%D8%A8
ع ز ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B2_%D8%B1
ع ز ز,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B2_%D8%B2
ع ز ف,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B2_%D9%81
ع ز ق,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B2_%D9%82
ع ز ل,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B2_%D9%84
ع ز م,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B2_%D9%85
ع ز و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B2_%D9%88
ع ز ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B2_%D9%8A
ع س ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B3_%D9%81
ع س ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B3_%D9%84
ع ش ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B4_%D8%A8
ع ش ر,0,28,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B4_%D8%B1
ع ش ش,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B4_%D8%B4
ع ش ق,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B4_%D9%82
ع ش م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B4_%D9%85
ع ش ن,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B4_%D9%86
ع ش و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B4_%D9%88
ع ش ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B4_%D9%8A
ع ص ب,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B5_%D8%A8
ع ص ر,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B5_%D8%B1
ع ص ف,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B5_%D9%81
ع ص ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B5_%D9%84
ع ص م,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B5_%D9%85
ع ص و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B5_%D9%88
ع ص ي,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B5_%D9%8A
ع ض د,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B6_%D8%AF
ع ض ض,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B6_%D8%B6
ع ض ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B6_%D9%84
ع ض و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B6_%D9%88
ع ط ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B7_%D8%A8
ع ط د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B7_%D8%AF
ع ط ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B7_%D8%B1
ع ط س,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B7_%D8%B3
ع ط ش,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B7_%D8%B4
ع ط ط,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B7_%D8%B7
ع ط ف,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B7_%D9%81
ع ط ل,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B7_%D9%84
ع ط ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B7_%D9%86
ع ط و,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B7_%D9%88
ع ظ ظ,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B8_%D8%B8
ع ظ م,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B8_%D9%85
ع ظ و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B8_%D9%88
ع ظ ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B8_%D9%8A
ع ف ت,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%81_%D8%AA
ع ف ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%81_%D8%AC
ع ف ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%81_%D8%B1
ع ف ف,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%81_%D9%81
ع ف ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%81_%D9%86
ع ف و,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%81_%D9%88
ع ف ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%81_%D9%8A
ع ق ب,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%82_%D8%A8
ع ق د,0,13,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%82_%D8%AF
ع ق ر,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%82_%D8%B1
ع ق ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%82_%D9%82
ع ق ل,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%82_%D9%84
ع ق م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%82_%D9%85
ع ك ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%83_%D8%B1
ع ك س,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%83_%D8%B3
ع ل ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%84_%D8%A8
ع ل ج,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%84_%D8%AC
ع ل د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%84_%D8%AF
ع ل ق,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%84_%D9%82
ع ل ك,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%84_%D9%83
ع ل ل,0,12,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%84_%D9%84
ع ل م,0,15,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%84_%D9%85
ع ل ن,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%84_%D9%86
ع ل و,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%84_%D9%88
ع ل ي,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%84_%D9%8A
ع م د,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%85_%D8%AF
ع م ر,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%85_%D8%B1
ع م ق,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%85_%D9%82
ع م ل,0,12,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%85_%D9%84
ع م م,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%85_%D9%85
ع م ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%85_%D9%86
ع م ه,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%85_%D9%87
ع م ي,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%85_%D9%8A
ع ن ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%86_%D8%A8
ع ن د,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%86_%D8%AF
ع ن س,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%86_%D8%B3
ع ن ف,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%86_%D9%81
ع ن ق,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%86_%D9%82
ع ن ن,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%86_%D9%86
ع ن و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%86_%D9%88
ع ن ي,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%86_%D9%8A
ع ه د,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%87_%D8%AF
ع ه ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%87_%D8%B1
ع ه ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%87_%D9%84
ع و ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D8%AC
ع و د,0,13,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D8%AF
ع و ذ,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D8%B0
ع و ر,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D8%B1
ع و ص,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D8%B5
ع و ض,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D8%B6
ع و ق,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D9%82
ع و ل,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D9%84
ع و م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D9%85
ع و ن,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D9%86
ع و ه,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%88_%D9%87
ع ي ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%8A_%D8%A8
ع ي ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%8A_%D8%B1
ع ي ش,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%8A_%D8%B4
ع ي ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%8A_%D9%84
ع ي ن,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%8A_%D9%86
ع ي ي,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D9%8A_%D9%8A
غ ب ب,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%A8_%D8%A8
غ ب ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%A8_%D8%B1
غ ب ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%A8_%D8%B7
غ ب ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%A8_%D9%86
غ ب و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%A8_%D9%88
غ ب ي,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%A8_%D9%8A
غ ت ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%AA_%D8%B1
غ د د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%AF_%D8%AF
غ د ر,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%AF_%D8%B1
غ د و,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%AF_%D9%88
غ ذ و,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B0_%D9%88
غ ر ب,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D8%A8
غ ر د,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D8%AF
غ ر ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D8%B1
غ ر ز,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D8%B2
غ ر س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D8%B3
غ ر ض,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D8%B6
غ ر ف,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D9%81
غ ر ق,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D9%82
غ ر ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D9%84
غ ر م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D9%85
غ ر و,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B1_%D9%88
غ ز ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B2_%D8%B1
غ ز ل,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B2_%D9%84
غ ز و,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B2_%D9%88
غ س ق,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B3_%D9%82
غ س ل,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B3_%D9%84
غ ش ش,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B4_%D8%B4
غ ش م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B4_%D9%85
غ ش ي,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B4_%D9%8A
غ ص ب,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B5_%D8%A8
غ ص ص,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B5_%D8%B5
غ ص ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B5_%D9%86
غ ض ب,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B6_%D8%A8
غ ض ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B6_%D8%B1
غ ض ض,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B6_%D8%B6
غ ط س,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B7_%D8%B3
غ ط ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B7_%D8%B7
غ ط و,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B7_%D9%88
غ ط ي,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D8%B7_%D9%8A
غ ف ر,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%81_%D8%B1
غ ف ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%81_%D9%84
غ ف و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%81_%D9%88
غ ل ب,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D8%A8
غ ل ث,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D8%AB
غ ل س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D8%B3
غ ل ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D8%B7
غ ل ظ,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D8%B8
غ ل ف,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D9%81
غ ل ق,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D9%82
غ ل ل,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D9%84
غ ل م,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D9%85
غ ل و,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D9%88
غ ل ي,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%84_%D9%8A
غ م د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%85_%D8%AF
غ م ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%85_%D8%B1
غ م ز,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%85_%D8%B2
غ م ض,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%85_%D8%B6
غ م ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%85_%D9%82
غ م م,0,12,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%85_%D9%85
غ م ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%85_%D9%8A
غ ن م,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%86_%D9%85
غ ن ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%86_%D9%86
غ ن ي,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%86_%D9%8A
غ ه ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%87_%D8%A8
غ و ث,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%88_%D8%AB
غ و ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%88_%D8%B1
غ و ص,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%88_%D8%B5
غ و ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%88_%D8%B7
غ و ل,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%88_%D9%84
غ و ي,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%88_%D9%8A
غ ي ب,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%8A_%D8%A8
غ ي ث,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%8A_%D8%AB
غ ي د,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%8A_%D8%AF
غ ي ر,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%8A_%D8%B1
غ ي ظ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%8A_%D8%B8
غ ي ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%8A_%D9%81
غ ي م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%BA_%D9%8A_%D9%85
ف ء د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%A1_%D8%AF
ف ء س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%A1_%D8%B3
ف ء ل,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%A1_%D9%84
ف ت ت,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AA_%D8%AA
ف ت ح,0,14,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AA_%D8%AD
ف ت خ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AA_%D8%AE
ف ت ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AA_%D8%B1
ف ت ق,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AA_%D9%82
ف ت ل,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AA_%D9%84
ف ت ن,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AA_%D9%86
ف ج ء,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AC_%D8%A1
ف ج ج,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AC_%D8%AC
ف ج ر,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AC_%D8%B1
ف ج ع,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AC_%D8%B9
ف ج و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%81_%D8%AC_%D9%88
